GameRulesetName,Id
RatioGame_XIII_Capturing_Game_with_all_sites_except_the_bottom_centre_Described,1837
RatioGame_XIV_Capturing_Game_with_all_sites_Described,1838
Snailtrail,3960
Snort,1822
Snowpaque,407
Spots,406
Susan,451
Tuk_TukTuk_Tuk_Observed,773
TacTix,1824
Temeen_TavagTemeen_Tavag_Observed,1007
Temeen_TavagDorvon_Bux_Observed,1008
Toads_and_Frogs,2022
Tron,128
Tugul_Shodra,717
00Y,4035
Abak,784
Atoll,1767
Bide,2656
Bipartisan_Y,3975
Chameleon,466
Coil,1390
ConHex,1763
Cross,400
Crossway,1049
Defector_Y,3974
Diagonal_Hex,998
DuploHex,1272
Esa_Hex,1100
Fractal,1768
Gale,964
Gonnect,467
Gyre,1556
Havannah,391
Hex,82
Master_Y,1389
Onyx,1770
Pippinzip_Zipline_variant,1405
Pippinzip,1404
Resolve,1558
Scaffold,1971
Tabu_Y,1397
Tara,1812
Three-Player_Hex,555
Trax,545
Troll,1814
Unlur,1226
Y_Hex,83
Y,704
Abrobad,851
Brain_Coral,1548
Brood,1998
Catchup,4196
Elea,1986
Feed_the_Ducks,442
Groups,403
Gygoreg,1654
Hermit,1565
Lines_of_Action,394
Make_Muster,1669
Manalath,445
Manifold,1997
Meridians,1554
Mono,1985
Odd,446
Omega,447
Omny,1529
Product,1804
RootZone,889
Signum,1981
Symple,1962
Vigilance,4200
Yoin,1978
3D_Tic-Tac-Toe,1391
A_Simple_Game,1799
AchiMurray_Described,563
AchiWikipedia_Suggested,84
Agilidade,1534
Akidada,950
All_Queens_Chess,85
Alquerque_de_Tres,737
Altan_Xaraacaj,1023
Andantino,86
Aqrad,1581
Bolotudu,776
Bravalath,1143
Broken_Line,999
Callanish,1213
Centrifugal_Force,3977
Centripetal_Force,3976
Connect_Four,87
Connect6,88
Dai_Hasami_Shogi,410
Dala,186
Dara,89
Dig_Dig,1418
Djara-Badakh,792
Dra,384
Driesticken,952
Dris_at-Talata,1057
Engijn_Zirge,1022
Epelle,946
Fanorona_Telo,951
Fart_5x5,1575
Fart_7x7,1576
Fettas,1935
Fivalath,1400
Five_Mens_MorrisMurray_Suggested,565
Five_Mens_MorrisCyningstan_Suggested,90
Gobblet_Gobblers,2000
Gomoku,91
Gurgaldaj,1026
Jeson_Zam,1028
Kassle,1811
Katsela,1344
Keryo-Pente,1413
La_Chascona,1944
Les_PendusLes_Pendus_Described,184
Les_PendusFive_in_a_Row_Described,658
Liu_Tsi,949
Marelle_Quadruple,1510
Marelle_Triple,957
Mbenga_Alignment_Game,1374
Millieu,1950
Minefield,1809
Mlabalaba,1285
Morabaraba,188
Moxie,1813
Mulabalaba,1612
Mylna,817
Nao_Guti,941
Nerenchi_Keliya,739
Ngre_E_E,1343
Ngrin,1353
Nine_Holes,945
Nine_Mens_Morris,92
Niranchy,740
Notakto,1672
Nzengue_Small,1356
Order_and_Chaos,1161
Pentago,1535
Pentalath,448
Pente,1412
PicariaZaslavsky_1_Suggested,587
PicariaZaslavsky_2_Suggested,588
Plotto,1823
Pushing_Me_XO,547
Quarto,1536
Quixo,1540
Ring,1974
Ringo,676
Roll-Ing_to_Four,1820
Round_MerelsBlumlein_Suggested,567
Sam_Ki,953
San-Noku-Narabe,943
Score_Four,656
Selbia,1948
Shah,789
Shisima,95
Shiva,185
Six_Insect_Game,1419
Six_Mens_MorrisMurray_Suggested,568
Six_Mens_MorrisCyningstan_Suggested,96
Six-Penny_Madell,947
Spava,1655
Spline,450
Squava,398
Sujjua,723
Symbol_S.2,595
Tmbl,1579
Tant_Fant,97
Tapatan,948
Tauru,775
Tavan_Tal,1029
Teeko,4186
Three_Mens_Morris,98
Tic-Tac-Chess,602
Tic-Tac-Die,1144
Tic-Tac-Four,418
Tic-Tac-Mo,99
Tic-Tac-Toe_Misere,1171
Tic-Tac-Toe,100
Traffic_Lights,1973
Trianon,1810
Triodi_Chios,1443
Triodi_Diagonal,956
Triodi,955
Tsoro_Yemutatu_Triangle,1563
Tsoro_Yemutatu,1289
Tsoro_Yemutwelve,1288
Tuk_Tak,908
Tule_Paid,903
Twelve_Mens_MorrisWith_Diagonal_Suggested,101
Twelve_Mens_MorrisBoard_Game_Geek_Suggested,572
Ultimate_Tic-Tac-Toe,631
Unfair,1401
Wali,1555
Wari_Alignment,1508
Wure_Dune,780
Xanan_Zirge,1027
Xonin_Shatar_Complex,1025
Xonin_Shatar_Simple,1024
Yavalade,452
Yavalanchor,453
Yavalath,102
Yavalax,1671
Zurgaan_Tal,1030
Azteka,2033
Diamond,1771
Hexade,4195
Kensington,548
Quantik,1541
Upper_Hand,1105
Atari_Go,440
Ataxx,419
BlooGo,1425
Bug,1995
Cavity,1982
Compart,3978
Dorvolz,1044
Flower_Shop,1931
Flume,1504
Go,144
Goats_Wintering,1327
HexGo,1659
HexTrike,1388
Infuse,1142
Inkblots,710
Lava,1651
Lifeline,1936
Lotus,550
MacBeth,1437
Mig_Mang,1181
Mity,1520
One-Eyed_Go,1031
Paintbucket,1977
Paintscape,2040
Patok,1046
Phantom_Go,630
Pyrga,1964
Redstone,1976
Refugia,1153
Residuel,1184
Reversi,104
Rolit,1547
Stargazers,4097
SupplyChains,4034
Trike,706
Tumbleweed,963
Verge,4198
Weiqi,772
Alea_EvangeliiCyningstan_Suggested,380
ArdRi,41
Awithlaknakwe,152
Bizingo,681
Boseog_Gonu,594
BrandubNielsen_Suggested,579
Breakthru,1537
Castello,413
El-Mthaltha,1788
Gundru,377
HeXentafl,718
HnefataflFetlar_Suggested,42
Khamousiyya,1939
Kharebga_5x5,1573
Kharebga_7x7,1574
Ludus_LatrunculorumSchadler_1994_Scholarly,534
Ludus_LatrunculorumSchadler_2001_Scholarly,1587
Ludus_LatrunculorumLocus_Ludi_Seneca_Scholarly,1588
Ludus_LatrunculorumLocus_Ludi_Piso_Scholarly,1589
Ludus_LatrunculorumMuseum_Quintana_Suggested,536
Ludus_LatrunculorumFalkener_Suggested,537
Ludus_LatrunculorumKowalski_10x11_Suggested,538
Ludus_LatrunculorumKowalski_8x12_Suggested,539
Ludus_LatrunculorumBell_8x7_Suggested,540
Ludus_LatrunculorumBell_8x8_Suggested,541
Ludus_Latrunculorum6x6_Seega_Rules_Suggested,1590
Ludus_Latrunculorum6x6_Kharebga_Rules_Suggested,1591
Ludus_Latrunculorum6x7_Seega_Rules_Suggested,1592
Ludus_Latrunculorum6x7_Kharebga_Rules_Suggested,1593
Ludus_Latrunculorum6x8_Seega_Rules_Suggested,1594
Ludus_Latrunculorum6x8_Kharebga_Rules_Suggested,1595
Ludus_Latrunculorum7x8_Seega_Rules_Suggested,1596
Ludus_Latrunculorum7x8_Kharebga_Rules_Suggested,1597
Ludus_Latrunculorum8x8_Seega_Rules_Suggested,1598
Ludus_Latrunculorum8x8_Kharebga_Rules_Suggested,1599
Ludus_Latrunculorum8x9_Seega_Rules_Suggested,1600
Ludus_Latrunculorum8x9_Kharebga_Rules_Suggested,1601
Ludus_Latrunculorum10x10_Seega_Rules_Suggested,1602
Ludus_Latrunculorum10x10_Kharebga_Rules_Suggested,1603
Ludus_Latrunculorum11x16_Seega_Rules_Suggested,1609
Ludus_Latrunculorum11x16_Kharebga_Rules_Suggested,1610
Ludus_Latrunculorum9x10_Seega_Rules_Suggested,1613
Ludus_Latrunculorum9x10_Kharebga_Rules_Suggested,1614
Ludus_Latrunculorum11x12_Seega_Rules_Suggested,1644
Ludus_Latrunculorum11x12_Kharebga_Rules_Suggested,1645
Maak_Yek,189
Poprad_Game17x17_Seega_Rules_Suggested,1604
Poprad_Game17x17_Kharebga_Rules_Suggested,1605
Poprad_Game17x17_Tablut_Rules_Suggested,1606
Poprad_Game17x17_Tablut_Rules_More_Pieces_Suggested,1611
Poprad_Game17x18_Seega_Rules_Suggested,1607
Poprad_Game17x18_Kharebga_Rules_Suggested,1608
Sabouiyya,1940
SeegaKhamsawee_Observed,150
SeegaSebawee_Observed,589
SeegaTisawee_Observed,590
Shantarad,191
TablutLinnaeus_Observed,373
TablutSmith_Suggested,592
TawlbwrddCyningstan_Suggested,405
Fanorona,50
Vela,1068
Shobu,1533
American_Pool_Checkers,1399
Bashni,1530
Brazilian_Draughts,53
Canadian_DraughtsStandard_Described,54
Canadian_DraughtsHuff_Rule_Described,1776
Coc-Inbert,891
Dam,163
Dama_Italy,880
Dama_Philippines,875
Damas,879
Damenspiel,1245
Damspel,1246
Diagonal_Draughts,885
Doov,1043
Dum_Blas,1203
English_Draughts,56
Frisian_DraughtsFrisian_Draughts_Described,489
Guerrilla_Checkers,794
International_Draughts,58
Jekab,561
Lasca,60
Main_Dam,1050
Makvoer,193
Maleys,887
Moo,876
Pleasant_Draughts,882
Seesaw_Draughts,1646
Shashki,883
The_Babylonian,884
Unnamed_Dutch_Draughts_Game,890
Ahtarah_Guti,722
AlquerqueAlfonso_X_Described,52
AlquerqueMurray_Suggested,597
AlquerqueCovarrubias_Described,596
Awithlaknan_Mosona,158
Bara_Guti_Bihar,909
Bara_Guti,719
Bis_Gutiya,911
Buudal,1042
Challis_Ghutia_TitagarhChallis_Ghutia_Titagarh_Observed,912
Claim_Jumpers,3961
Crand,1386
Dablot_Prejjesne,1228
Dam_Singapore,983
Dam_Hariman,1088
Dama_Alquerque,1992
Dash_Guti,160
Egara_Guti,161
Ethiopian_Capture_Game,1067
FelliBouhajbane_Observed,1934
FelliBoard_Game_Geek_Suggested,584
FelliSimplified_Suggested,385
Fetach,1375
Game_of_Solomon,604
Gol_Ekuish,401
Hewakam_Keliya,558
Kaua_Dorki,906
Kharbaga,415
Kharberg,774
Kolowis_Awithlaknannai,577
Kotu_Ellima,155
La_Dama,1941
Lam_Pusri,961
Lau_Kata_Kati,159
Meurimueng-rimueng_Peuet_Ploh,753
Mogul_PutthanSixteen_Pieces_Observed,61
Mogul_PutthanNineteen_Pieces_Described,556
Mughal_Pathan,905
Nei-Pat-Kono,57
Padaivettu,1130
Pam_Pait,900
PasangBroken_into_Pieces_Observed,1379
Peralikatuma,62
Permainan-Tabal,3864
Pretwa,162
Ram_Tir,899
Ratti-Chitti-Bakri,157
Satoel,805
Sumi_Naga_Game_War,971
Tavelspel,1229
Terhuchu_SmallTerhuchu_Small_Observed,972
Terhuchu_SmallEight_pieces_Observed,973
Terhuchu,156
Throngs,1224
Tsukkalavde,1232
Tuknanavuhpi,154
Zamma,64
Cage,1270
Caturvimsatikosthakatmiki_Krida,1460
Challis_Ghutia,907
Choko,1069
Dama_Comoros,1990
Dama_Kenya,1989
Dama,55
Fenix,1662
HexDame,443
Jumping_Beans,1816
Kanguruh,1815
Konane8x8_Konane_Suggested,1630
Konane10x10_Konane_Observed,59
Koruboddo,791
Laram_WaliLaram_Wali_Observed,778
Leap_Frog,1251
Louis_XVI,1801
Mraha_wa_Bwe,1991
Natt_Klab_ash-Shawk,812
Omnidirectional_Draughts,1199
Queah_Game,164
Seesaw,1552
Toki,777
Tablo,1233
TamaTama_Observed,1517
TamaWikipedia_Suggested,1198
Tides,1582
Tre_Guti,711
Xarajlt,1041
Yote,779
Zuz_Mel_5x5,1570
Zuz_Mel_7x7,1571
Chandaraki,1411
Chatrang,1455
Chatur,813
Chaturanga_12x12,1464
Chaturanga_14x14,1453
Chaturanga_al-Adli,1445
Chaturanga_Kridakausalya_14x14,1736
Chaturanga_Kridakausalya,1450
ChaturangaManasollasa_Described,145
ChaturangaElephant_Diagonal_Move_Scholarly,1298
ChaturangaElephant_Diagonal_Jump_Scholarly,1297
Cittabhramanrpasya_Khelanam,1451
Hindustani_Chess,296
Krida_Buddhibalasrita,1446
Main_Chator_Batak,1467
Main_Chator_Selangor,1470
Main_Chator,299
Mak_Ruk,301
Ouk_Chatrang,302
Parsi_Chess,297
Persian_Chess_with_a_Queen,1325
Qatranj,1621
Rumi_Shatranj,298
Santaraj,136
Sarvatobhadra,1448
Saxun,319
Shataranja,1463
Shatr_ikh_Padan,316
Shatranj_12x12,1627
Shatranj_14x14,1628
Shatranj_Algeria,1433
Shatranj_Iraq,1438
Shatranj_Turkey,1436
Shatranj_al-Husun,311
Shatranj_al-Kabir,294
Shatranj_al-Mustatila,307
Shatranj_ar-RumiyaMurray_Described,293
Shatranj_ar-RumiyaAl-Amuli_Described,650
Shatranj_at-Tamma,308
Shatranj_Diwana_Shah,315
Shatranj,306
Shatren,743
Shodra,318
Sittuyin,300
Tepong,1468
Tsatsarandi,1417
1D_Chess,1656
Acedrex_Alfonso,1439
Acedrex_de_los_Cuatros_Tiempos,313
Alice_Chess,1667
Amazon_Chess,458
Atomic_Chess,1781
Beirut_Chess,1782
Brusky_Chess,856
Chess,44
Chessence,1784
Chex,551
Currierspiel,821
De_Vasa_Chess,858
Dice_Chess,1152
Double_Chess,45
Dragonchess,1779
Fischer_Random_Chess,1670
Forcado,979
Four-Player_Chess,1620
Glinski_Chess,855
Grande_AcedrexAlfonso_X_Described,312
Grande_AcedrexDice_Described,652
Half_Chess,133
Horde_Chess,460
KorkserschachKorkserschach_Described,1430
Kriegspiel_Chess,4185
Level_Chess,1318
Lombard_Chess,1330
Long_Assize,1332
Loop_Chess,461
Los_Alamos_Chess,462
Maharajah_Chess,457
McCooey_Chess,857
Medieval_Chess,1435
Mini_Hexchess,854
Nodal_Chess,2019
Official_Football_Chess,1792
Phase_Chess,1011
Quick_Chess,1795
Russian_Fortress_Chess,1206
Scachs,1415
Schachzabel,1331
Shafran_Chess,859
Shakhmaty,1426
Shatera,1996
Short_Assize,1333
Social_Distance_Chess,552
Spartan_Chess,1396
Starchess,853
Stratomic,1780
Symmetric_Chess,1668
Ultimate_Chess,1014
Unachess,1619
Viking_Chess,1657
Wellisch_Chess,852
Welschschach,1431
Chu_Seireigi,4187
Dai_Seireigi,4118
Dice_Shogi,492
Hasami_Shogi,190
Hexshogi,1616
Kyoto_Shogi,793
Minishogi,463
Seireigi,3980
Shogi,46
Tai_ShogiWikipedia_Suggested,1452
Taikyoku_Shogi,464
Tenjiku_ShogiWikipedia_Suggested,1545
Tobi_Shogi,305
Unashogi,1618
Yonin_Seireigi,4095
Yonin_Shogi,1586
Janggi,465
Loop_Xiangqi,1735
Manzhouqi,454
MiniXiangqi,1622
Qi_Guo_Xiangxi,797
Xiang_Hex,1623
Xiangqi,49
A_KaakilA_Kaakil_Observed,648
Ad_elta_stelpur,194
Addi_Kul,1787
Aj_SakakilAj_Sakakil_Observed,646
Aj_SayilAj_Sayil_Observed,642
Aj_SinaanilAj_Sinaanil_Observed,645
Aj_TiwilAj_Tiwil_Observed,644
Annuvin,1798
At-Tab_wa-d-Dukkat-Tab_wa-d-Dukk_Observed,760
Awangdu,168
Battleships,1551
Bheri_Bakhri,765
BoolikBoolik_Observed,1000
Boxijn_Barildaan,1040
BulBul_Described,327
ChaturajiWikipedia_Suggested,295
Chukaray,331
Crusade,1817
DaldosOstergaard_and_Gaston_Scholarly,756
Daldosa,759
DelebDeleb_Observed,767
Diagonals_2002,1819
Fang,1134
Fission,1805
Four-Player_Chaturanga_al-Biruni,1442
Icebreaker,1926
Issiren,1168
Ja-Jeon-Geo-Gonu,574
Kioz,167
Kiust_Oyun,1167
Los_Palos,328
Mapuche_Game,332
MehenKendall_Scholarly,542
MensaSpiel,2002
Oust,1107
Puluc,1001
Quad_Wrangle,1818
Rampart,1933
Sahkku,757
Sig_El_Oued_Capture,1578
Sig_MauritaniaSig_Mauritania_Described,1191
Sig_MzabSig_Mzab_Observed,763
Sig_TidikeltSig_Tidikelt_Observed,846
Sig_TidikeltSix_Stick_Dice_Observed,847
Sig_Tozeur,764
Sig_Western_SaharaSig_Western_Sahara_Observed,768
Sijat_El_TabaSijat_El_Taba_Described,224
Siryu_War,811
Skirmish_GDL,47
Surakarta,51
Sweep_Burrow,1932
TabTab_Described,151
Tablas_Astronomias,738
Tank_Tactics,1625
Tibetan_Jiuqi,2038
Toono,1039
Triad,553
Triple_Tangle,1145
Udat_PagadaUdat_Pagada_Described,1177
Udat_PagadaThrow_of_Thirty_Described,1564
Zola,1286
Cannon,1927
Capture_the_Queen,549
King_And_Courtesan,1993
Kriegsspiel,1466
Lattaque,444
Lets_Catch_the_Lion,1546
Lielow,1658
Mini_Wars,1421
Monkey_Queen,1765
Ploy,408
Rithmomachia,165
Shogun,1653
Clobber,629
Press_Ups,414
Workers_and_Soldiers,4033
Block,554
Adhesion,4199
Allemande,1961
Astralesce_and_Constellation,1731
Branching_Coral,1660
Breakback,1465
Breakthrough_Checkers,1013
Breakthrough_Chess,1012
Chains_of_Thought,1965
Conflagration_and_Keep-a-riding,1732
Dogtown_Clans,1737
Dont_Mosey_and_The_Last_Scavenger,1733
Double-Move_Situ,1734
Double-Run_Stone,1963
Ecosys,1987
Equi_Game_SystemEqui_Described,2878
Equi_Game_SystemEquiversi_Described,2879
Equi_Game_SystemEquiversi_2_Described,2880
Faraday,1531
Flowers,663
Freeze_Frenzy,3981
Goldilocks_Stones,1538
Ciri_Amber,660
CrossGeo,682
Ilpion,694
LastEdge,698
Line_and_Cross,680
Nedilmarth,701
Nein_Ari,702
OddEvenTree,696
Onek_Rong,674
Oriath,699
Radran,691
SpanRups,695
Windir,700
Greater_Even_Loss,1355
Greater_Loss,1354
Greater,1316
Greatest_Loss,1317
Hexifact,1968
Hops-a-Daisy_Generalized,1159
Morpharaoh,1585
Mutant_Y^3,3979
N-Mesh,1666
Netted,1652
OffShore,1988
Parry,3963
Polypods,1994
Rabbit_Warrens,1761
Skirt,3962
SnipSnip,3863
Sprout-R-Out,1649
Tennessee_WaltzSquare_Described,1999
Tennessee_WaltzHex_Described,2657
The_SmallHolderThe_Smallholder-_Gaps_Original_Described,2652
The_SmallHolderThe_Smallholder-_Nibbler_Described,2001
The_SmallHolderThe_Smallholder-_Offshore_Gaps_Described,2653
The_SmallHolderThe_Smallholder-_Stymie_Described,2654
The_SmallHolderThe_Smallholder-_Hull_Setbacks_Described,2655
Tri-It-Out,3862
Veloop_Hex,1984
Veloop_Square,1983
Watershed,1661
Windflowers,1549
Wrigglers_Squared,1970
Wrigglers,1969
AksadyutaSyed_Scholarly,787
Contagion,132
Crossline,678
DisPath,620
Dots_and_Boxes,103
Hackenbush,697
Hamiltonian_Maze,616
Icosian,615
MaxMatch,618
Sim,617
Two-Colour,619
Wagner,614
Chopsticks,129
Morra,600
Rock-Paper-Scissors,126
Iterated_Prisoners_Dilemma,1773
Mastermind,1157
Chomp,679
Fibonacci_Nim,1158
NimBasic_Described,130
So_Long_Sucker,1772
2048,1979
BoxOff,974
Buttons_And_Lights,1775
Chase,685
Chess_Puzzle,455
Chuka,1223
Insanity,121
Jiu_Zi_Xian_Qi,1454
Knights_Tour,122
Labirintus,1624
Lam_Turki,916
Lights_Out,1777
Mawryngkneng_Solitaire_Game,902
Maze,1146
Minesweeper,4197
Monty_Hall_Problem,1155
Morpion_Solitaire,4032
N_Puzzles,123
Nao_Gutiya_Baithaneka,919
Peg_SolitaireEuropean_Described,570
Peg_SolitaireEnglish_Described,124
Pentalpha,917
Safe_Passage,459
Shisen-Sho,1323
Shogi_Puzzle,456
Theseus_and_the_Minotaur,684
Tower_of_Hanoi,125
